x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9
1,3,735.66889632107,735.66889632107,23714201873701,27989145913223,9099605010067.2,10167087403803,6206082535792.8,5188883950453.6,15534969407882,1952042308651.5,153301084190.64
1,3,739.25752508361,739.25752508361,23680987053665,27949943479017,9086859831387.1,10152847077420,6197390111172.2,5181616244480.6,15513210664984,1949308219790.6,153086366105.42
1,3,742.84615384615,742.84615384615,23647523048046,27910446939076,9074019035459,10138499916851,6188632473967,5174294014406.3,15491288682398,1946553619086.7,152870037149.44
1,3,746.4347826087,746.4347826087,23614059042426,27870950399135,9061178239531,10124152756283,6179874836761.7,5166971784332.1,15469366699812,1943799018382.8,152653708193.45
1,3,750.02341137124,750.02341137124,23580347993811,27831162282469,9048242648553.1,10109699680083,6171052547581.5,5159595498795,15447282880448,1941024082116.7,152435782210.68
1,3,753.61204013378,753.61204013378,23546607237722,27791339103047,9035295658258.3,10095233867292,6162222483856.4,5152212712967.4,15425179599850,1938246700453.8,152217664181.85
1,3,757.20066889632,757.20066889632,23512678086605,27751293566988,9022276377098.8,10080687282814,6153343116102.3,5144788704012.4,15402952901383,1935453810751.6,151998328249.51
1,3,760.78929765886,760.78929765886,23478661454890,27711144780371,9009223527919.3,10066103192274,6144440854188.1,5137345553236.6,15380668894244,1932653719943.6,151778426787.75
1,3,764.3779264214,764.3779264214,23444514713257,27670842428168,8996120752468.8,10051463317885,6135504540862.4,5129873932101,15358299650610,1929842918783.8,151557684202.78
1,3,767.96655518395,767.96655518395,23410223089533,27630369075145,8982962382313.8,10036761326167,6126530310061.3,5122370608192.2,15335835493064,1927020191260.8,151336004996.76
1,3,771.55518394649,771.55518394649,23375859273106,27589810512736,8969776309074.1,10022028380526,6117537184188.8,5114851486387.1,15313324040504,1924191520937.8,151113859081.27
1,3,775.14381270903,775.14381270903,23341293551612,27549013640830,8956512757185.4,10007208864448,6108491213493.2,5107288181788.5,15290680315536,1921346230078.6,150890407895.23
1,3,778.73244147157,778.73244147157,23306713180181,27508199476321,8943243582995.8,9992383066092.4,6099441407863.3,5099721671057,15268026993228,1918499733294.9,150666862003.82
1,3,782.32107023411,782.32107023411,23271874268162,27467080133742,8929875187020.7,9977446398747,6090323923707.1,5092098578820.3,15245204298067,1915631954479.4,150441644761.7
1,3,785.90969899666,785.90969899666,23237035356142,27425960791163,8916506791045.5,9962509731401.6,6081206439550.9,5084475486583.6,15222381602905,1912764175663.8,150216427519.57
1,3,789.4983277592,789.4983277592,23201966683967,27384570197296,8903050198538.7,9947474509723.3,6072028794214.6,5076802106637.7,15199408413339,1909877487576,149989725275.33
1,3,793.08695652174,793.08695652174,23166855501583,27343129416534,8889577287915.3,9932421053528.8,6062840017860.8,5069119422463.2,15176407379308,1906987300895.9,149762748276.1
