x,y,z,id,group1,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12
1,3,505.99665551839,505.99665551839,30136057138570,25172870208554,10299970234653,11507104416653,8919450426992.8,6268206689270.4,5243314354076,6054932106490.8,9551995437607.9,5182783673976.8,1706564393963.5,132629465253.13
1,3,509.58528428094,509.58528428094,30058205064660,25107839777921,10273361763618,11477377485760,8896408320804.2,6252013684887.5,5229769009318.4,6039290060749.3,9527319223902.3,5169394692367.7,1702155728329.1,132286835948.39
1,3,513.17391304348,513.17391304348,29982952061970,25044980389643,10247641618933,11448642992511,8874135478896.2,6236361286620.7,5216675878107,6024170227044.4,9503466829991.7,5156452704513.3,1697894246891.9,131955645393.32
1,3,516.76254180602,516.76254180602,29907699059281,24982121001364,10221921474248,11419908499262,8851862636988.1,6220708888354,5203582746895.6,6009050393339.4,9479614436081.1,5143510716658.9,1693632765454.7,131624454838.26
1,3,520.35117056856,520.35117056856,29835541614888,24921847389671,10197259352002,11392356026927,8830506009884.5,6205700366549.5,5191028214026.9,5994552528383.9,9456743234456.6,5131101110829.2,1689546584497.4,131306888152.67
1,3,523.9397993311,523.9397993311,29763461496616,24861638369903,10172623658840,11364833081120,8809172269552.8,6190707928586.6,5178487135183.8,5980070200021.7,9433896542722.1,5118704803743.3,1685464782493.6,130989661787.26
1,3,527.52842809365,527.52842809365,29693798538621,24803448378306,10148814087983,11338233076777,8788553924703.6,6176218239883.3,5166366602861.6,5966073515139.9,9411815981142.2,5106724188571.7,1681519857714,130683073141.27
1,3,531.11705685619,531.11705685619,29624874511977,24745875608174,10125257064579,11311915217722,8768154277867.4,6161882242762.8,5154374632559.6,5952225292565.7,9389969627279,5094870651356,1677616776610.7,130379736470.1
1,3,534.70568561873,534.70568561873,29557696628052,24689761377862,10102296829494,11286264088640,8748271430289.2,6147909429922.2,5142686463566.4,5938727896927.9,9368676722296.2,5083317407963.5,1673812574938.6,130084084434.71
1,3,538.29431438127,538.29431438127,29491912503768,24634811344447,10079812946924,11261145139039,8728801088482.1,6134226508386.8,5131240786781.1,5925510529044.8,9347825576572.2,5072003857126.7,1670087298178.4,129794566225.08
1,3,541.88294314381,541.88294314381,29427210510522,24580765240149,10057698925031,11236439396695,8709651033946.7,6120768670873,5119983391268.8,5912510586613.1,9327317431471.6,5060876413743.6,1666423302061,129509810577.39
1,3,545.47157190635,545.47157190635,29364550717857,24528425033293,10036282905197,11212513460189,8691105426405.3,6107735612525.5,5109081320677.5,5899920970073.4,9307456598063.1,5050100192843.6,1662874954936.1,129234042849.28
1,3,549.0602006689,549.0602006689,29302315698450,24476439645454,10015012066485,11188749719589,8672685540980.7,6094790906261.7,5098253156043.6,5887416699468.2,9287730402557.9,5039397024627.2,1659350662276.4,128960144567.61
1,3,552.64882943144,552.64882943144,29242765557865,24426696974284,9994658879045.8,11166011176191,8655060311629.9,6082404650027.2,5087892131316.8,5875451877824.1,9268855217441.8,5029155603000,1655978411495.9,128698062559.88
1,3,556.23745819398,556.23745819398,29183215417280,24376954303113,9974305691606.7,11143272632793,8637435082279.1,6070018393792.7,5077531106590.1,5863487056179.9,9249980032325.7,5018914181372.9,1652606160715.5,128435980552.16
1,3,559.82608695652,559.82608695652,29126534526655,24329608297967,9954933145914.8,11121629660963,8620659058900.9,6058228923282.1,5067669289383,5852098714793.6,9232014277107.5,5009166204124.9,1649396389149.8,128186525979.73
1,3,563.41471571906,563.41471571906,29070080117801,24282451471587,9935638006333.7,11100073167130,8603950066863.9,6046486559538.1,5057846876691.1,5840755877379.4,9214120306954,4999457176483.5,1646199442740.8,127938068143.02
1,3,567.00334448161,567.00334448161,29015836041903,24237140958041,9917098323246.2,11079360669208,8587895278233.2,6035203942027.3,5048409038658.6,5829857143274.8,9196926935669.5,4990128284554.1,1643127665796.2,127699338131.65
1,3,570.59197324415,570.59197324415,28962464028148,24192558886572,9898856697068.1,11058981160433,8572098598238.9,6024102712250.4,5039122930256.3,5819133625163.3,9180009977832.2,4980949370917.8,1640105273063.6,127464446124.96
1,3,574.18060200669,574.18060200669,28910649414622,24149277745594,9881147372871.5,11039196338394,8556762875088.4,6013325423094.6,5030107796010.4,5808723025674.2,9163586667197.3,4972038303680.4,1637171075637.6,127236408413.83
1,3,577.76923076923,577.76923076923,28860347226801,24107259966904,9863954978867.3,11019989029760,8541874797293.8,6002862719819.3,5021355810743,5798616308359.6,9147642748246.4,4963387347987.5,1634322526618.5,127015027060.27
1,3,581.35785953177,581.35785953177,28810955045466,24066002308928,9847073601817.5,11001129187863,8527256049598.2,5992589290112.1,5012762151630.1,5788692424668.9,9131987259330.9,4954892890471.9,1631525508627,126797650555.48
1,3,584.94648829431,584.94648829431,28763711008412,24026538977685,9830926405571,10983089569446,8513273077495.2,5982762656048.4,5004542234275.1,5779200134610.1,9117012632960.4,4946767859625.5,1628850133815,126589727821.76
1,3,588.53511705686,588.53511705686,28716734528798,23987299137011,9814870654672.4,10965152113480,8499369294093.1,5972991672401.8,4996368868141,5769761601471.3,9102122811107,4938688842556.1,1626189910217.6,126382982598.52
1,3,592.1237458194,592.1237458194,28672537500163,23950380970072,9799764860019.8,10948275945617,8486288141944.3,5963798798662.2,4988679087274.5,5760881508136.1,9088113958954.9,4931087827658.9,1623687081078.3,126188469637.09
1,3,595.71237458194,595.71237458194,28628340471527,23913462803133,9784659065367.2,10931399777753,8473206989795.5,5954605924922.6,4980989306408,5752001414800.9,9074105106802.7,4923486812761.7,1621184251939.1,125993956675.66
1,3,599.30100334448,599.30100334448,28586809665559,23878771783735,9770464554395.9,10915541695723,8460914982484.3,5945967628399,4973763425805.2,5743657029678.8,9060941365155.3,4916344343511,1618832410720.5,125811178078.05
1,3,602.88963210702,602.88963210702,28545649156502,23844390080534,9756396606572.4,10899825010001,8448732575132.9,5937406354036.1,4966601973743,5735387046106,9047894996229.3,4909265559127.8,1616501539378.7,125630029201.3
1,3,606.47826086957,606.47826086957,28506511464282,23811698079966,9743020036150.4,10884880731204,8437148880630,5929265829478.5,4959792476134.8,5727523496493.2,9035489800570.1,4902534666883,1614285220469.6,125457783023.37
1,3,610.06688963211,610.06688963211,28468377789700,23779844757038,9729986628338.9,10870319833723,8425862355030.4,5921334142527.1,4953157669815.2,5719861678869.9,9023402848885.3,4895976449611.4,1612125759235.7,125289955666.99
1,3,613.65551839465,613.65551839465,28431627990570,23749147371025,9717426193198.1,10856287339739,8414985408346.5,5913690290042.6,4946763635196.9,5712477902120.5,9011754522288.6,4889656224414.5,1610044663000.9,125128218621.77
1,3,617.24414715719,617.24414715719,28396512340746,23719814973098,9705424267827.1,10842878811018,8404592112918.3,5906386326883.3,4940653915837.9,5705422449932.3,9000624146119.9,4883617032154.8,1608056104073.7,124973673320.39
1,3,620.83277591973,620.83277591973,28362145435966,23691108013298,9693678252320.8,10829756183754,8394420426828.3,5899238101189.2,4934674469835.1,5698517436209.4,8989731094889.2,4877706609155.6,1606109945719.7,124822423274.15
1,3,624.42140468227,624.42140468227,28330039464094,23664289645155,9682704989888,10817496873072,8384917918917.4,5892560144998.2,4929088401151.3,5692066690971.5,8979554677132.6,4872185021662.7,1604291821403.1,124681123678.79
1,3,628.01003344482,628.01003344482,28298050641839,23637569131596,9671771766519.3,10805282293951,8375450083587.9,5885906555212.3,4923522714815.8,5685639483094.6,8969415390817.8,4866683581170.5,1602480331000,124540339652.78
1,3,631.59866220736,631.59866220736,28268946856241,23613258477060,9661824582800.7,10794169316319,8366836127861.9,5879853035433.9,4918458983362.6,5679791928408.6,8960190538311.8,4861678299665.9,1600832213590,124412252522.5
